Body_Type,Sex,Diet,How_Often_Shower,Heating_Energy_Source,Transport,Vehicle_Type,Social_Activity,Monthly_Grocery_Bill,Frequency_of_Traveling_by_Air,Vehicle_Monthly_Distance_Km,Waste_Bag_Size,Waste_Bag_Weekly_Count,How_Long_TV_PC_Daily_Hour,How_Many_New_Clothes_Monthly,How_Long_Internet_Daily_Hour,Energy_efficiency,Recycling,Cooking_With,CarbonEmission
normal,female,vegan,less frequently,wood,walk/bicycle,No Vehicle,sometimes,226,frequently,3.1354942159291497,extra large,4,5,4,13,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",1681
underweight,female,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,often,124,never,4.04305126783455,large,7,12,42,14,Yes,"['Plastic', 'Glass']","['Microwave', 'Grill', 'Airfryer']",1624
overweight,female,vegan,twice a day,electricity,public,No Vehicle,often,159,very frequently,4.060443010546419,medium,6,13,29,19,Sometimes,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",2333
overweight,female,pescatarian,more frequently,wood,private,hybrid,never,233,very frequently,8.244334047856094,large,2,14,15,20,Yes,['Paper'],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3171
normal,female,vegetarian,more frequently,coal,private,lpg,never,144,never,8.730589391275567,large,6,13,46,24,Sometimes,"['Plastic', 'Glass']",[],3492
underweight,female,pescatarian,less frequently,coal,public,No Vehicle,often,209,never,4.927253685157205,small,4,10,45,23,Yes,"['Plastic', 'Metal']","['Stove', 'Oven']",1526
overweight,female,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,sometimes,118,rarely,4.418840607796598,extra large,3,5,30,16,Yes,"['Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",1311
obese,female,pescatarian,less frequently,natural gas,walk/bicycle,No Vehicle,never,290,frequently,2.1972245773362196,medium,7,20,40,15,Sometimes,['Metal'],['Stove'],2570
obese,male,pescatarian,daily,natural gas,public,No Vehicle,never,299,frequently,5.700443573390686,extra large,2,21,48,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave']",2474
underweight,male,omnivore,twice a day,natural gas,public,No Vehicle,often,99,never,5.733341276897746,medium,4,13,37,14,Sometimes,"['Plastic', 'Glass', 'Metal']",[],1404
obese,male,vegetarian,twice a day,coal,private,lpg,sometimes,183,rarely,8.730589391275567,extra large,2,5,21,16,No,['Metal'],['Stove'],4612
normal,male,vegetarian,less frequently,wood,public,No Vehicle,never,161,very frequently,6.996681488176539,large,2,8,50,10,Yes,[],[],2911
overweight,male,omnivore,twice a day,electricity,walk/bicycle,No Vehicle,sometimes,54,very frequently,3.044522437723423,medium,4,5,39,14,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave']",2635
obese,female,vegetarian,more frequently,electricity,walk/bicycle,No Vehicle,often,52,rarely,3.7612001156935624,small,6,19,42,21,No,['Glass'],"['Stove', 'Microwave']",1735
obese,female,omnivore,daily,wood,public,No Vehicle,often,118,very frequently,6.75110146893676,large,5,10,32,7,Yes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",3119
underweight,female,omnivore,less frequently,electricity,private,electric,never,120,rarely,7.2456550675945355,extra large,2,16,33,1,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],766
obese,male,vegan,less frequently,electricity,private,lpg,never,266,never,8.364973978438726,medium,6,19,8,5,No,"['Paper', 'Glass', 'Metal']",['Oven'],2297
underweight,male,omnivore,less frequently,wood,private,diesel,never,229,very frequently,8.56331312702979,small,2,15,37,13,No,"['Paper', 'Glass', 'Metal']","['Oven', 'Microwave']",3670
overweight,female,vegetarian,more frequently,wood,walk/bicycle,No Vehicle,often,122,very frequently,3.7612001156935624,medium,6,14,49,17,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']",['Stove'],2822
underweight,female,omnivore,daily,wood,public,No Vehicle,often,290,very frequently,5.762051382780177,medium,5,2,15,20,Sometimes,"['Paper', 'Plastic']",['Stove'],2486
normal,female,vegetarian,more frequently,natural gas,public,No Vehicle,sometimes,244,frequently,6.637258031284457,large,6,6,2,18,Sometimes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",1650
overweight,male,pescatarian,twice a day,natural gas,walk/bicycle,No Vehicle,sometimes,274,very frequently,3.295836866004329,medium,7,21,22,12,Yes,"['Paper', 'Plastic']","['Stove', 'Oven']",3202
normal,male,pescatarian,daily,natural gas,walk/bicycle,No Vehicle,sometimes,211,rarely,4.605170185988092,small,3,19,21,1,No,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",1133
overweight,male,vegetarian,more frequently,natural gas,walk/bicycle,No Vehicle,sometimes,116,very frequently,0.0,large,4,13,38,15,No,['Paper'],"['Stove', 'Microwave']",3289
obese,female,vegetarian,more frequently,electricity,walk/bicycle,No Vehicle,never,282,very frequently,4.2626798770413155,medium,5,10,18,15,Yes,['Paper'],"['Stove', 'Grill', 'Airfryer']",2426
obese,female,vegetarian,daily,coal,walk/bicycle,No Vehicle,often,53,rarely,4.2626798770413155,large,7,2,45,24,Yes,['Plastic'],"['Oven', 'Microwave']",2795
normal,male,pescatarian,daily,wood,private,lpg,never,222,never,7.4798641311650265,extra large,3,5,8,12,Yes,['Glass'],['Oven'],1608
normal,female,pescatarian,daily,wood,public,No Vehicle,sometimes,153,very frequently,7.4342573821331355,medium,6,2,31,21,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Oven', 'Microwave']",2438
normal,female,pescatarian,more frequently,electricity,public,No Vehicle,never,286,never,6.813444599510896,large,6,4,42,22,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1528
obese,female,omnivore,more frequently,natural gas,walk/bicycle,No Vehicle,never,76,very frequently,4.406719247264253,extra large,6,19,39,1,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",3211
normal,female,vegetarian,less frequently,wood,private,lpg,often,191,frequently,8.730589391275567,extra large,5,16,20,10,Sometimes,['Paper'],[],3941
normal,female,vegan,more frequently,wood,walk/bicycle,No Vehicle,often,254,very frequently,4.219507705176107,extra large,4,14,35,0,Sometimes,"['Paper', 'Plastic', 'Glass']","['Stove', 'Microwave']",2454
underweight,male,vegan,twice a day,wood,public,No Vehicle,often,226,frequently,7.529943370601589,large,5,24,14,23,No,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",2198
underweight,female,omnivore,twice a day,coal,private,lpg,never,266,rarely,8.24301946898925,small,7,23,8,5,Sometimes,"['Paper', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2126
normal,female,vegetarian,daily,wood,public,No Vehicle,sometimes,207,rarely,7.160845906664299,extra large,5,9,36,5,Sometimes,"['Paper', 'Plastic', 'Metal']","['Stove', 'Microwave']",1581
obese,male,vegetarian,more frequently,coal,public,No Vehicle,never,137,frequently,7.186144304522325,extra large,1,13,18,2,Yes,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2153
underweight,male,omnivore,twice a day,coal,private,lpg,often,95,rarely,8.730589391275567,extra large,7,5,47,22,No,"['Paper', 'Glass', 'Metal']","['Grill', 'Airfryer']",4422
overweight,female,pescatarian,less frequently,coal,public,No Vehicle,often,125,never,6.175867270105761,large,2,10,50,8,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",1667
underweight,male,omnivore,daily,wood,public,No Vehicle,often,279,very frequently,7.171656822768514,large,4,9,4,15,No,"['Glass', 'Metal']","['Stove', 'Microwave']",2768
underweight,female,omnivore,daily,electricity,walk/bicycle,No Vehicle,sometimes,64,frequently,3.9318256327243257,small,5,13,44,24,Yes,"['Plastic', 'Glass', 'Metal']",['Oven'],1493
normal,female,omnivore,more frequently,electricity,public,No Vehicle,often,183,frequently,7.377133712833954,large,2,11,35,20,Yes,['Glass'],"['Oven', 'Grill', 'Airfryer']",1974
normal,female,vegetarian,twice a day,electricity,public,No Vehicle,sometimes,271,frequently,6.871091294610546,small,6,1,47,1,Sometimes,['Paper'],"['Oven', 'Microwave']",1783
underweight,male,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,often,139,very frequently,1.3862943611198906,small,3,21,27,21,Sometimes,"['Paper', 'Plastic', 'Glass']","['Oven', 'Microwave']",2380
normal,male,vegan,twice a day,wood,walk/bicycle,No Vehicle,often,244,frequently,3.7612001156935624,small,5,21,30,10,Sometimes,[],"['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2324
normal,male,pescatarian,more frequently,wood,private,lpg,often,159,rarely,6.597145701886651,small,7,10,46,24,No,"['Paper', 'Glass']","['Stove', 'Oven', 'Microwave']",2262
overweight,male,vegan,twice a day,wood,walk/bicycle,No Vehicle,often,189,frequently,3.258096538021482,small,4,9,35,0,No,"['Paper', 'Plastic']","['Grill', 'Airfryer']",2173
overweight,female,omnivore,less frequently,natural gas,private,lpg,often,187,never,5.2832037287379885,extra large,4,16,8,10,No,"['Plastic', 'Glass']","['Stove', 'Oven', 'Microwave']",1662
overweight,female,pescatarian,daily,wood,public,No Vehicle,often,227,rarely,6.459904454377535,large,4,20,19,17,Sometimes,"['Plastic', 'Metal']","['Stove', 'Grill', 'Airfryer']",1781
overweight,male,vegan,daily,electricity,walk/bicycle,No Vehicle,sometimes,144,frequently,3.9318256327243257,large,2,20,47,5,Yes,['Glass'],"['Stove', 'Oven']",2176
normal,male,vegan,more frequently,coal,walk/bicycle,No Vehicle,sometimes,196,never,2.833213344056216,large,5,2,31,11,Sometimes,"['Paper', 'Glass']","['Grill', 'Airfryer']",1731
underweight,male,pescatarian,more frequently,coal,private,hybrid,often,169,rarely,8.593042503699674,large,3,13,2,5,Yes,"['Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",2303
overweight,male,vegan,daily,wood,walk/bicycle,No Vehicle,never,123,never,4.430816798843313,extra large,5,18,46,23,Sometimes,"['Plastic', 'Glass']","['Grill', 'Airfryer']",2162
overweight,male,vegan,less frequently,coal,private,petrol,sometimes,247,very frequently,8.730589391275567,medium,5,5,20,8,Sometimes,"['Paper', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",6069
underweight,male,omnivore,more frequently,coal,public,No Vehicle,sometimes,289,very frequently,6.7580945044277305,extra large,4,18,46,16,Yes,[],['Oven'],3811
overweight,male,omnivore,daily,electricity,walk/bicycle,No Vehicle,never,207,never,4.189654742026425,large,2,12,20,8,Sometimes,['Paper'],"['Microwave', 'Grill', 'Airfryer']",1097
normal,female,pescatarian,twice a day,electricity,private,hybrid,never,295,very frequently,7.923710333969238,extra large,3,2,1,8,Yes,"['Paper', 'Plastic']","['Oven', 'Microwave']",2188
obese,male,vegan,twice a day,coal,private,electric,sometimes,299,very frequently,8.730589391275567,extra large,5,12,20,15,No,"['Paper', 'Plastic', 'Glass']","['Stove', 'Oven']",3779
obese,male,vegetarian,more frequently,coal,public,No Vehicle,sometimes,57,never,4.174387269895637,extra large,2,9,6,21,Yes,"['Paper', 'Plastic', 'Metal']","['Oven', 'Grill', 'Airfryer']",1179
underweight,female,vegan,daily,natural gas,private,electric,often,240,never,8.730589391275567,small,7,15,6,16,Yes,"['Paper', 'Glass']","['Oven', 'Microwave']",848
overweight,male,pescatarian,daily,coal,walk/bicycle,No Vehicle,never,240,frequently,4.406719247264253,medium,2,22,30,6,Yes,"['Paper', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2239
normal,female,vegetarian,more frequently,electricity,walk/bicycle,No Vehicle,often,82,rarely,4.007333185232471,large,4,3,47,18,Sometimes,"['Plastic', 'Metal']","['Stove', 'Microwave']",1509
obese,female,omnivore,daily,natural gas,walk/bicycle,No Vehicle,never,214,very frequently,3.6375861597263857,large,6,3,8,8,Sometimes,"['Paper', 'Plastic']","['Stove', 'Oven', 'Grill', 'Airfryer']",3058
underweight,male,vegan,less frequently,electricity,walk/bicycle,No Vehicle,never,275,very frequently,2.9444389791664403,medium,3,18,10,0,No,"['Paper', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",1825
obese,male,vegan,daily,coal,walk/bicycle,No Vehicle,never,131,never,4.2626798770413155,medium,7,10,37,7,Sometimes,['Glass'],"['Stove', 'Oven', 'Microwave']",2034
underweight,female,pescatarian,more frequently,wood,public,No Vehicle,sometimes,123,very frequently,5.318119993844216,small,7,1,24,2,Yes,"['Glass', 'Metal']","['Stove', 'Grill', 'Airfryer']",1997
normal,male,pescatarian,daily,wood,private,diesel,sometimes,190,rarely,8.573195381531523,large,4,12,15,10,Yes,"['Plastic', 'Glass']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2801
overweight,female,omnivore,twice a day,coal,walk/bicycle,No Vehicle,often,64,very frequently,3.970291913552122,large,6,9,15,16,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Microwave', 'Grill', 'Airfryer']",2753
overweight,female,pescatarian,more frequently,electricity,public,No Vehicle,often,276,very frequently,7.5678626054638825,medium,5,12,39,20,Yes,"['Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2912
overweight,male,omnivore,daily,wood,walk/bicycle,No Vehicle,sometimes,243,never,4.248495242049359,large,2,21,40,7,No,"['Paper', 'Plastic', 'Glass']","['Oven', 'Grill', 'Airfryer']",1642
normal,male,pescatarian,daily,electricity,private,diesel,never,136,never,8.36799688505411,extra large,5,5,3,13,No,['Paper'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",2207
obese,female,vegetarian,daily,electricity,public,No Vehicle,sometimes,163,rarely,6.734591659972948,extra large,1,1,26,23,Sometimes,['Glass'],"['Grill', 'Airfryer']",1283
underweight,female,vegetarian,more frequently,natural gas,walk/bicycle,No Vehicle,never,263,never,3.9889840465642745,medium,5,1,19,13,Sometimes,['Plastic'],[],1161
underweight,male,vegetarian,twice a day,natural gas,public,No Vehicle,sometimes,194,very frequently,7.568379267836522,small,3,2,5,6,No,"['Plastic', 'Glass', 'Metal']","['Grill', 'Airfryer']",2156
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,No Vehicle,often,108,frequently,3.4965075614664802,small,3,18,27,10,No,"['Paper', 'Glass', 'Metal']",['Oven'],1639
normal,female,pescatarian,daily,wood,private,diesel,never,271,very frequently,6.320768294250582,small,7,18,0,1,Yes,[],"['Stove', 'Oven', 'Grill', 'Airfryer']",2278
normal,female,pescatarian,twice a day,electricity,private,hybrid,often,91,very frequently,8.730589391275567,extra large,2,10,1,23,Sometimes,[],['Stove'],2964
obese,male,vegetarian,less frequently,natural gas,public,No Vehicle,sometimes,243,never,7.404887575616125,small,1,1,20,9,Sometimes,"['Plastic', 'Glass', 'Metal']","['Oven', 'Microwave']",1183
underweight,female,vegan,less frequently,natural gas,walk/bicycle,No Vehicle,sometimes,93,very frequently,4.060443010546419,medium,7,17,20,15,Sometimes,['Metal'],"['Microwave', 'Grill', 'Airfryer']",2274
obese,male,vegan,less frequently,coal,public,No Vehicle,often,168,rarely,7.523481312573497,extra large,2,3,10,8,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1544
normal,female,vegan,less frequently,electricity,public,No Vehicle,sometimes,179,very frequently,7.599401333415815,small,5,11,40,17,No,['Glass'],"['Stove', 'Grill', 'Airfryer']",2404
normal,female,vegan,twice a day,electricity,private,diesel,sometimes,246,rarely,8.596743470174246,large,2,16,38,0,Yes,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Oven', 'Grill', 'Airfryer']",2108
overweight,female,vegan,twice a day,natural gas,walk/bicycle,No Vehicle,never,231,very frequently,1.9459101490553132,small,1,16,31,6,Sometimes,"['Paper', 'Glass']","['Oven', 'Microwave']",2094
overweight,male,vegan,daily,natural gas,public,No Vehicle,never,198,never,7.454719949364001,extra large,7,11,12,5,Yes,['Glass'],"['Stove', 'Microwave', 'Grill', 'Airfryer']",1967
normal,female,omnivore,daily,natural gas,walk/bicycle,No Vehicle,often,267,frequently,4.330733340286331,medium,7,18,9,15,Yes,"['Paper', 'Plastic', 'Metal']",['Stove'],1750
normal,male,vegetarian,twice a day,coal,private,petrol,often,81,rarely,8.612503371220562,small,4,21,27,2,Sometimes,['Glass'],"['Stove', 'Oven']",3800
normal,female,omnivore,daily,natural gas,private,lpg,never,193,never,8.730589391275567,medium,2,7,40,7,No,"['Plastic', 'Glass', 'Metal']","['Microwave', 'Grill', 'Airfryer']",3266
underweight,male,pescatarian,daily,coal,public,No Vehicle,sometimes,183,never,7.3343293503005365,medium,5,12,23,19,No,"['Plastic', 'Metal']","['Oven', 'Microwave', 'Grill', 'Airfryer']",1704
obese,female,omnivore,daily,coal,walk/bicycle,No Vehicle,sometimes,94,never,3.9318256327243257,extra large,7,15,0,12,No,['Metal'],"['Stove', 'Grill', 'Airfryer']",1974
normal,female,pescatarian,more frequently,wood,private,hybrid,never,296,rarely,8.577535420422398,small,1,14,42,17,Yes,['Plastic'],"['Stove', 'Oven']",2288
underweight,male,omnivore,daily,wood,walk/bicycle,No Vehicle,sometimes,239,never,4.382026634673881,small,4,10,33,10,Sometimes,['Paper'],['Microwave'],1397
normal,female,vegetarian,daily,natural gas,public,No Vehicle,never,87,very frequently,7.103322062526113,medium,5,6,39,18,Yes,"['Plastic', 'Metal']",['Stove'],2336
underweight,male,omnivore,less frequently,coal,private,hybrid,never,286,frequently,8.730589391275567,medium,5,18,37,15,Yes,['Metal'],"['Stove', 'Oven', 'Microwave']",3799
underweight,male,vegan,daily,electricity,walk/bicycle,No Vehicle,often,117,very frequently,3.8501476017100584,medium,6,6,22,14,No,"['Paper', 'Plastic', 'Glass', 'Metal']","['Stove', 'Microwave', 'Grill', 'Airfryer']",2313
obese,female,vegan,daily,electricity,private,electric,sometimes,296,never,8.730589391275567,large,6,3,45,1,No,"['Paper', 'Plastic']","['Microwave', 'Grill', 'Airfryer']",1616
normal,female,vegetarian,daily,wood,walk/bicycle,No Vehicle,often,241,frequently,1.0986122886681096,large,2,17,3,9,Sometimes,"['Paper', 'Metal']",['Stove'],1353
overweight,female,omnivore,less frequently,coal,private,hybrid,sometimes,127,very frequently,8.730589391275567,extra large,6,21,28,16,Sometimes,['Glass'],['Oven'],5015
normal,male,pescatarian,less frequently,coal,private,electric,sometimes,203,frequently,8.730589391275567,large,2,23,32,6,Yes,"['Plastic', 'Glass']",['Stove'],2179
underweight,female,omnivore,less frequently,electricity,walk/bicycle,No Vehicle,sometimes,58,frequently,3.258096538021482,medium,7,12,16,10,Sometimes,"['Plastic', 'Metal']",['Microwave'],1376
underweight,male,vegan,twice a day,electricity,walk/bicycle,No Vehicle,never,261,very frequently,2.70805020110221,medium,3,14,16,5,Yes,"['Paper', 'Glass', 'Metal']",['Stove'],1752
underweight,male,pescatarian,twice a day,wood,private,petrol,sometimes,218,never,8.571491964823617,extra large,3,8,15,11,Sometimes,[],"['Stove', 'Oven']",3312
